TableName,RowLabel,ColumnName,Value,RunID,Timestamp,ProjectID
Result - set2-8 | Operating Characteristics,1,Positive Trial,1,20260922T144516_faf7c0,,
Result - set2-8 | Plan #1,Phase,Parameter,Phase,20260922T144516_faf7c0,,
Result - set2-8 | Plan #1,Phase,Value,2,20260922T144516_faf7c0,,
Result - set2-8 | Plan #1,Study Objective,Parameter,Study Objective,20260922T144516_faf7c0,,
Result - set2-8 | Plan #1,Study Objective,Value,One Arm Exploratory / Confirmatory,20260922T144516_faf7c0,,
Result - set2-8 | Plan #1,Target Population,Parameter,Target Population,20260922T144516_faf7c0,,
Result - set2-8 | Plan #1,Target Population,Value,Adult,20260922T144516_faf7c0,,
Result - set2-8 | Plan #1,Treatment Arm,Parameter,Treatment Arm,20260922T144516_faf7c0,,
Result - set2-8 | Plan #1,Treatment Arm,Value,EXP,20260922T144516_faf7c0,,
Result - set2-8 | Plan #2,Endpoint Name,Parameter,Endpoint Name,20260922T144516_faf7c0,,
Result - set2-8 | Plan #2,Endpoint Name,Value,EP1,20260922T144516_faf7c0,,
Result - set2-8 | Plan #2,Endpoint Type,Parameter,Endpoint Type,20260922T144516_faf7c0,,
Result - set2-8 | Plan #2,Endpoint Type,Value,Categorical,20260922T144516_faf7c0,,
Result - set2-8 | Plan #2,Priority,Parameter,Priority,20260922T144516_faf7c0,,
Result - set2-8 | Plan #2,Priority,Value,Primary,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Number of Analysis,Test,Number of Analysis,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Number of Analysis,value,9,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Probability(CR),Test,Probability(CR),20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Probability(CR),Test,Probability(CR),20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Probability(CR),value,0.0564,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Probability(CR),value,0.1896,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Probability(PR),Test,Probability(PR),20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Probability(PR),Test,Probability(PR),20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Probability(PR),value,0.0985,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Probability(PR),value,0.2989,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Response Rate (H0),Test,Response Rate (H0),20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Response Rate (H0),value,,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Response Rate (H1),Test,Response Rate (H1),20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Response Rate (H1),value,,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Test Name,Test,Test Name,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Test Name,value,BOP2 : Ordinal (Single Arm Bayesian Optimal Design),20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Type 1 Error (α),Test,Type 1 Error (α),20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #1,Type 1 Error (α),value,0.25,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #2,Probability(CR),Response Generation,Probability(CR),20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #2,Probability(CR),value,0.3234,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #2,Probability(PR),Response Generation,Probability(PR),20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #2,Probability(PR),value,0.3288,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #2,Response Rate,Response Generation,Response Rate,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #2,Response Rate,value,,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #3,Number of Simulations Run,Simulation Parameters,Number of Simulations Run,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #3,Number of Simulations Run,value,123,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #3,Random Number Seed,Simulation Parameters,Random Number Seed,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #3,Random Number Seed,value,Fixed,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #3,Starting Seed,Simulation Parameters,Starting Seed,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #3,Starting Seed,value,112,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #3,Total Number of Simulations,Simulation Parameters,Total Number of Simulations,20260922T144516_faf7c0,,
Result - set2-8 | Simulation Summary #3,Total Number of Simulations,value,123,20260922T144516_faf7c0,,
