TableName,RowLabel,ColumnName,Value,RunID,Timestamp,ProjectID
Result - set2-5 | Simulation Summary #1,Response Rate (H1),Test,Response Rate (H1),20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #1,Response Rate (H1),value,,20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #1,Test Name,Test,Test Name,20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #1,Test Name,value,BOP2 : Ordinal (Single Arm Bayesian Optimal Design),20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #1,Type 1 Error (α),Test,Type 1 Error (α),20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #1,Type 1 Error (α),value,0.25,20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #2,Probability(CR),Response Generation,Probability(CR),20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #2,Probability(CR),value,0.3212,20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #2,Probability(PR),Response Generation,Probability(PR),20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #2,Probability(PR),value,0.3321,20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #2,Response Rate,Response Generation,Response Rate,20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #2,Response Rate,value,,20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #3,Number of Simulations Run,Simulation Parameters,Number of Simulations Run,20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #3,Number of Simulations Run,value,123,20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #3,Random Number Seed,Simulation Parameters,Random Number Seed,20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #3,Random Number Seed,value,Fixed,20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #3,Starting Seed,Simulation Parameters,Starting Seed,20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #3,Starting Seed,value,112,20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #3,Total Number of Simulations,Simulation Parameters,Total Number of Simulations,20260922T144516_faf7c0,,
Result - set2-5 | Simulation Summary #3,Total Number of Simulations,value,123,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,16,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,16,Boundary,CR ≤ 0 and CR/PR ≤ 1,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,16,Sample Size,16,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,26,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,26,Boundary,CR ≤ 1 and CR/PR ≤ 3,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,26,Sample Size,26,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,36,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,36,Boundary,CR ≤ 2 and CR/PR ≤ 5,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,36,Sample Size,36,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,46,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,46,Boundary,CR ≤ 2 and CR/PR ≤ 7,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,46,Sample Size,46,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,56,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,56,Boundary,CR ≤ 3 and CR/PR ≤ 9,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,56,Sample Size,56,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,66,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,66,Boundary,CR ≤ 4 and CR/PR ≤ 10,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,66,Sample Size,66,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,76,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,76,Boundary,CR ≤ 5 and CR/PR ≤ 12,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,76,Sample Size,76,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,86,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,86,Boundary,CR ≤ 6 and CR/PR ≤ 14,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,86,Sample Size,86,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,96,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,96,Boundary,CR ≤ 6 and CR/PR ≤ 16,20260922T144516_faf7c0,,
Result - set2-6 | Early Stopping Boundaries,96,Sample Size,96,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,16,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,16,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,16,Sample Size,16,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,26,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,26,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,26,Sample Size,26,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,36,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,36,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,36,Sample Size,36,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,46,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,46,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,46,Sample Size,46,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,56,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,56,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,56,Sample Size,56,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,66,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,66,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,66,Sample Size,66,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,76,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,76,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,76,Sample Size,76,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,86,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,86,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Frequency of Early Stopping,86,Sample Size,86,20260922T144516_faf7c0,,
Result - set2-6 | Operating Characteristics,1,Average Sample Size,96,20260922T144516_faf7c0,,
Result - set2-6 | Operating Characteristics,1,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-6 | Operating Characteristics,1,Positive Trial,1,20260922T144516_faf7c0,,
Result - set2-6 | Plan #1,Phase,Parameter,Phase,20260922T144516_faf7c0,,
Result - set2-6 | Plan #1,Phase,Value,2,20260922T144516_faf7c0,,
Result - set2-6 | Plan #1,Study Objective,Parameter,Study Objective,20260922T144516_faf7c0,,
Result - set2-6 | Plan #1,Study Objective,Value,One Arm Exploratory / Confirmatory,20260922T144516_faf7c0,,
Result - set2-6 | Plan #1,Target Population,Parameter,Target Population,20260922T144516_faf7c0,,
Result - set2-6 | Plan #1,Target Population,Value,Adult,20260922T144516_faf7c0,,
Result - set2-6 | Plan #1,Treatment Arm,Parameter,Treatment Arm,20260922T144516_faf7c0,,
Result - set2-6 | Plan #1,Treatment Arm,Value,EXP,20260922T144516_faf7c0,,
Result - set2-6 | Plan #2,Endpoint Name,Parameter,Endpoint Name,20260922T144516_faf7c0,,
Result - set2-6 | Plan #2,Endpoint Name,Value,EP1,20260922T144516_faf7c0,,
Result - set2-6 | Plan #2,Endpoint Type,Parameter,Endpoint Type,20260922T144516_faf7c0,,
Result - set2-6 | Plan #2,Endpoint Type,Value,Categorical,20260922T144516_faf7c0,,
Result - set2-6 | Plan #2,Priority,Parameter,Priority,20260922T144516_faf7c0,,
Result - set2-6 | Plan #2,Priority,Value,Primary,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Number of Analysis,Test,Number of Analysis,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Number of Analysis,value,9,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Probability(CR),Test,Probability(CR),20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Probability(CR),Test,Probability(CR),20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Probability(CR),value,0.0564,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Probability(CR),value,0.1896,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Probability(PR),Test,Probability(PR),20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Probability(PR),Test,Probability(PR),20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Probability(PR),value,0.0985,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Probability(PR),value,0.2989,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Response Rate (H0),Test,Response Rate (H0),20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Response Rate (H0),value,,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Response Rate (H1),Test,Response Rate (H1),20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Response Rate (H1),value,,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Test Name,Test,Test Name,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Test Name,value,BOP2 : Ordinal (Single Arm Bayesian Optimal Design),20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Type 1 Error (α),Test,Type 1 Error (α),20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #1,Type 1 Error (α),value,0.25,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #2,Probability(CR),Response Generation,Probability(CR),20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #2,Probability(CR),value,0.3233,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #2,Probability(PR),Response Generation,Probability(PR),20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #2,Probability(PR),value,0.3023,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #2,Response Rate,Response Generation,Response Rate,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #2,Response Rate,value,,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #3,Number of Simulations Run,Simulation Parameters,Number of Simulations Run,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #3,Number of Simulations Run,value,123,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #3,Random Number Seed,Simulation Parameters,Random Number Seed,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #3,Random Number Seed,value,Fixed,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #3,Starting Seed,Simulation Parameters,Starting Seed,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #3,Starting Seed,value,112,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #3,Total Number of Simulations,Simulation Parameters,Total Number of Simulations,20260922T144516_faf7c0,,
Result - set2-6 | Simulation Summary #3,Total Number of Simulations,value,123,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,16,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,16,Boundary,CR ≤ 0 and CR/PR ≤ 1,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,16,Sample Size,16,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,26,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,26,Boundary,CR ≤ 1 and CR/PR ≤ 3,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,26,Sample Size,26,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,36,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,36,Boundary,CR ≤ 2 and CR/PR ≤ 5,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,36,Sample Size,36,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,46,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,46,Boundary,CR ≤ 2 and CR/PR ≤ 7,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,46,Sample Size,46,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,56,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,56,Boundary,CR ≤ 3 and CR/PR ≤ 9,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,56,Sample Size,56,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,66,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,66,Boundary,CR ≤ 4 and CR/PR ≤ 10,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,66,Sample Size,66,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,76,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,76,Boundary,CR ≤ 5 and CR/PR ≤ 12,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,76,Sample Size,76,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,86,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,86,Boundary,CR ≤ 6 and CR/PR ≤ 14,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,86,Sample Size,86,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,96,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,96,Boundary,CR ≤ 6 and CR/PR ≤ 16,20260922T144516_faf7c0,,
Result - set2-7 | Early Stopping Boundaries,96,Sample Size,96,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,16,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,16,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,16,Sample Size,16,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,26,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,26,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,26,Sample Size,26,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,36,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,36,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,36,Sample Size,36,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,46,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,46,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,46,Sample Size,46,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,56,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,56,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,56,Sample Size,56,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,66,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,66,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,66,Sample Size,66,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,76,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,76,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,76,Sample Size,76,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,86,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,86,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Frequency of Early Stopping,86,Sample Size,86,20260922T144516_faf7c0,,
Result - set2-7 | Operating Characteristics,1,Average Sample Size,96,20260922T144516_faf7c0,,
Result - set2-7 | Operating Characteristics,1,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-7 | Operating Characteristics,1,Positive Trial,1,20260922T144516_faf7c0,,
Result - set2-7 | Plan #1,Phase,Parameter,Phase,20260922T144516_faf7c0,,
Result - set2-7 | Plan #1,Phase,Value,2,20260922T144516_faf7c0,,
Result - set2-7 | Plan #1,Study Objective,Parameter,Study Objective,20260922T144516_faf7c0,,
Result - set2-7 | Plan #1,Study Objective,Value,One Arm Exploratory / Confirmatory,20260922T144516_faf7c0,,
Result - set2-7 | Plan #1,Target Population,Parameter,Target Population,20260922T144516_faf7c0,,
Result - set2-7 | Plan #1,Target Population,Value,Adult,20260922T144516_faf7c0,,
Result - set2-7 | Plan #1,Treatment Arm,Parameter,Treatment Arm,20260922T144516_faf7c0,,
Result - set2-7 | Plan #1,Treatment Arm,Value,EXP,20260922T144516_faf7c0,,
Result - set2-7 | Plan #2,Endpoint Name,Parameter,Endpoint Name,20260922T144516_faf7c0,,
Result - set2-7 | Plan #2,Endpoint Name,Value,EP1,20260922T144516_faf7c0,,
Result - set2-7 | Plan #2,Endpoint Type,Parameter,Endpoint Type,20260922T144516_faf7c0,,
Result - set2-7 | Plan #2,Endpoint Type,Value,Categorical,20260922T144516_faf7c0,,
Result - set2-7 | Plan #2,Priority,Parameter,Priority,20260922T144516_faf7c0,,
Result - set2-7 | Plan #2,Priority,Value,Primary,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Number of Analysis,Test,Number of Analysis,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Number of Analysis,value,9,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Probability(CR),Test,Probability(CR),20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Probability(CR),Test,Probability(CR),20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Probability(CR),value,0.0564,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Probability(CR),value,0.1896,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Probability(PR),Test,Probability(PR),20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Probability(PR),Test,Probability(PR),20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Probability(PR),value,0.0985,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Probability(PR),value,0.2989,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Response Rate (H0),Test,Response Rate (H0),20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Response Rate (H0),value,,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Response Rate (H1),Test,Response Rate (H1),20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Response Rate (H1),value,,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Test Name,Test,Test Name,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Test Name,value,BOP2 : Ordinal (Single Arm Bayesian Optimal Design),20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Type 1 Error (α),Test,Type 1 Error (α),20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #1,Type 1 Error (α),value,0.25,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #2,Probability(CR),Response Generation,Probability(CR),20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #2,Probability(CR),value,0.3321,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #2,Probability(PR),Response Generation,Probability(PR),20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #2,Probability(PR),value,0.3232,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #2,Response Rate,Response Generation,Response Rate,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #2,Response Rate,value,,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #3,Number of Simulations Run,Simulation Parameters,Number of Simulations Run,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #3,Number of Simulations Run,value,123,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #3,Random Number Seed,Simulation Parameters,Random Number Seed,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #3,Random Number Seed,value,Fixed,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #3,Starting Seed,Simulation Parameters,Starting Seed,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #3,Starting Seed,value,112,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #3,Total Number of Simulations,Simulation Parameters,Total Number of Simulations,20260922T144516_faf7c0,,
Result - set2-7 | Simulation Summary #3,Total Number of Simulations,value,123,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,16,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,16,Boundary,CR ≤ 0 and CR/PR ≤ 1,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,16,Sample Size,16,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,26,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,26,Boundary,CR ≤ 1 and CR/PR ≤ 3,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,26,Sample Size,26,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,36,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,36,Boundary,CR ≤ 2 and CR/PR ≤ 5,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,36,Sample Size,36,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,46,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,46,Boundary,CR ≤ 2 and CR/PR ≤ 7,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,46,Sample Size,46,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,56,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,56,Boundary,CR ≤ 3 and CR/PR ≤ 9,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,56,Sample Size,56,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,66,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,66,Boundary,CR ≤ 4 and CR/PR ≤ 10,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,66,Sample Size,66,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,76,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,76,Boundary,CR ≤ 5 and CR/PR ≤ 12,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,76,Sample Size,76,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,86,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,86,Boundary,CR ≤ 6 and CR/PR ≤ 14,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,86,Sample Size,86,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,96,Action,Early Stopping for Low Efficacy,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,96,Boundary,CR ≤ 6 and CR/PR ≤ 16,20260922T144516_faf7c0,,
Result - set2-8 | Early Stopping Boundaries,96,Sample Size,96,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,16,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,16,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,16,Sample Size,16,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,26,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,26,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,26,Sample Size,26,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,36,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,36,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,36,Sample Size,36,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,46,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,46,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,46,Sample Size,46,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,56,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,56,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,56,Sample Size,56,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,66,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,66,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,66,Sample Size,66,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,76,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,76,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,76,Sample Size,76,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,86,Cumulative Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,86,Early Stop,0,20260922T144516_faf7c0,,
Result - set2-8 | Frequency of Early Stopping,86,Sample Size,86,20260922T144516_faf7c0,,
Result - set2-8 | Operating Characteristics,1,Average Sample Size,96,20260922T144516_faf7c0,,
Result - set2-8 | Operating Characteristics,1,Early Stop,0,20260922T144516_faf7c0,,
