TableName,RowLabel,ColumnName,Value,RunID,Timestamp,ProjectID
Accrual and Study Duration,Expected H0,accrDuration,16.573,20260825T140016_9fbfd4,,
Accrual and Study Duration,Expected H0,params,Expected H0,20260825T140016_9fbfd4,,
Accrual and Study Duration,Expected H0,studyDuration,23.423,20260825T140016_9fbfd4,,
Accrual and Study Duration,Expected H1,accrDuration,11.916,20260825T140016_9fbfd4,,
Accrual and Study Duration,Expected H1,params,Expected H1,20260825T140016_9fbfd4,,
Accrual and Study Duration,Expected H1,studyDuration,18.766,20260825T140016_9fbfd4,,
Accrual and Study Duration,Maximum,accrDuration,21.333,20260825T140016_9fbfd4,,
Accrual and Study Duration,Maximum,params,Maximum,20260825T140016_9fbfd4,,
Accrual and Study Duration,Maximum,studyDuration,28.183,20260825T140016_9fbfd4,,
Accrual and Study Duration,row_0,accrDuration,Accrual Duration (Week),20260825T140016_9fbfd4,,
Accrual and Study Duration,row_0,params,,20260825T140016_9fbfd4,,
Accrual and Study Duration,row_0,studyDuration,Study Duration (Week),20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Analysis #,1,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Analysis Spacing (%) Info,24.883,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Analysis Time (Week),12.183,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Completers (s),53,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Dropouts (d),3,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Futility,0.001,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Futility,0,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Lower Efficacy,0.01,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Lower Efficacy,0.302,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Pipeline (n-s-d),72,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Sample Size (n),128,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Upper Efficacy,0.01,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Upper Efficacy,0,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Analysis #,2,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Analysis Spacing (%) Info,50.235,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Analysis Time (Week),17.612,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Completers (s),107,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Dropouts (d),6,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Futility,0.086,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Futility,0.003,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Lower Efficacy,0.007,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Lower Efficacy,0.323,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Pipeline (n-s-d),72,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Sample Size (n),185,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Upper Efficacy,0.007,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Upper Efficacy,0,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Analysis #,3,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Analysis Spacing (%) Info,75.117,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Analysis Time (Week),22.945,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Completers (s),160,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Dropouts (d),9,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Futility,0.631,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Futility,0.018,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Lower Efficacy,0.006,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Lower Efficacy,0.198,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Pipeline (n-s-d),55,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Sample Size (n),224,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Upper Efficacy,0.006,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Upper Efficacy,0,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",4,Analysis #,4,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",4,Analysis Spacing (%) Info,100,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",4,Analysis Time (Week),28.183,20260825T140016_9fbfd4,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",4,Completers (s),213,20260825T140016_9fbfd4,,
