TableName,RowLabel,ColumnName,Value,RunID,Timestamp,ProjectID
Accrual and Study Duration,Expected H0,accrDuration,11.091,20260818T231110_3c58ee,,
Accrual and Study Duration,Expected H0,params,Expected H0,20260818T231110_3c58ee,,
Accrual and Study Duration,Expected H0,studyDuration,17.941,20260818T231110_3c58ee,,
Accrual and Study Duration,Expected H1,accrDuration,7.867,20260818T231110_3c58ee,,
Accrual and Study Duration,Expected H1,params,Expected H1,20260818T231110_3c58ee,,
Accrual and Study Duration,Expected H1,studyDuration,14.717,20260818T231110_3c58ee,,
Accrual and Study Duration,Maximum,accrDuration,14.19,20260818T231110_3c58ee,,
Accrual and Study Duration,Maximum,params,Maximum,20260818T231110_3c58ee,,
Accrual and Study Duration,Maximum,studyDuration,21.04,20260818T231110_3c58ee,,
Accrual and Study Duration,row_0,accrDuration,Accrual Duration (Week),20260818T231110_3c58ee,,
Accrual and Study Duration,row_0,params,,20260818T231110_3c58ee,,
Accrual and Study Duration,row_0,studyDuration,Study Duration (Week),20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Analysis #,1,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Analysis Spacing (%) Info,25.352,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Analysis Time (Week),10.469,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Completers (s),36,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Dropouts (d),2,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Futility,0.001,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Futility,0,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Lower Efficacy,0.01,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Lower Efficacy,0,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Pipeline (n-s-d),72,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Sample Size (n),110,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Upper Efficacy,0.01,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Upper Efficacy,0.318,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Analysis #,2,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Analysis Spacing (%) Info,50,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Analysis Time (Week),13.993,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Completers (s),71,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Dropouts (d),4,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Futility,0.078,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Futility,0.003,20260818T231110_3c58ee,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Lower Efficacy,0.007,20260818T231110_3c58ee,,
